"dateOpe","description","montantOpe","numCpt","codeTypeOpe"
2023-01-06 23:09:53,,-617,CC00000001,DEP
2021-10-19 14:50:31,,-147,LI00000002,DEP
2020-12-06 11:03:43,,-876,CO00000011,DEP
2022-04-12 10:39:12,,-262,CO00000007,VIR
2022-04-12 10:39:12,,262,LI00000004,VIR
2021-04-21 08:46:27,,-281,CO00000012,RET
2021-02-12 14:18:00,,-224,LI00000003,VIR
2021-02-12 14:18:00,,224,CO00000005,VIR
2021-09-08 08:42:24,,-164,CO00000010,DEP
2022-12-06 22:18:51,,-482,CO00000008,RET
2021-02-04 00:19:07,,-3,CC00000002,RET
2021-04-22 23:02:49,,-396,CO00000002,VIR
2021-04-22 23:02:49,,396,CO00000008,VIR
2021-09-01 12:01:30,,-983,LI00000005,DEP
2022-08-08 13:52:34,,-155,LI00000004,VIR
2022-08-08 13:52:34,,155,CO00000007,VIR
2020-08-01 17:24:41,,-227,CO00000012,VIR
2020-08-01 17:24:41,,227,LI00000003,VIR
2021-09-02 02:02:08,,-541,CO00000007,VIR
2021-09-02 02:02:08,,541,CO00000009,VIR
2022-05-10 02:34:00,,-438,CO00000008,VIR
2022-05-10 02:34:00,,438,CO00000007,VIR
2020-07-24 10:30:51,,-225,CC00000002,DEP
2020-02-01 19:03:02,,-692,CC00000001,RET
2022-07-14 05:09:08,,-683,CO00000012,VIR
2022-07-14 05:09:08,,683,CC00000001,VIR
2022-09-25 00:07:26,,-612,LI00000002,VIR
2022-09-25 00:07:26,,612,CC00000001,VIR
2020-08-19 13:08:55,,-144,LI00000004,VIR
2020-08-19 13:08:55,,144,CO00000004,VIR
2020-07-26 00:25:09,,-620,CO00000004,VIR
2020-07-26 00:25:09,,620,LI00000001,VIR
2020-12-19 13:20:22,,-583,LI00000004,VIR
2020-12-19 13:20:22,,583,CO00000010,VIR
2022-09-16 00:30:51,,-280,CO00000011,DEP
2021-08-31 12:08:06,,-766,CO00000010,DEP
2022-08-01 19:20:41,,-32,CO00000012,VIR
2022-08-01 19:20:41,,32,CO00000010,VIR
2022-05-10 22:33:28,,-877,LI00000006,RET
2020-11-07 20:22:38,,-944,CO00000012,VIR
2020-11-07 20:22:38,,944,LI00000004,VIR
2020-12-08 08:19:05,,-507,CO00000001,VIR
2020-12-08 08:19:05,,507,CO00000009,VIR
2020-02-27 16:38:29,,-100,CO00000003,DEP
2020-03-06 19:47:39,,-214,CO00000002,DEP
2022-05-16 19:23:32,,-488,CO00000009,RET
2021-02-04 11:34:55,,-744,CO00000008,RET
2021-09-24 01:03:49,,-795,LI00000006,DEP
2023-01-03 05:37:09,,-800,CO00000008,DEP
2021-04-07 10:38:49,,-169,CO00000003,DEP
2020-08-03 06:56:01,,-806,CO00000008,VIR
2020-08-03 06:56:01,,806,CC00000001,VIR
2022-07-05 19:33:16,,-171,CO00000009,RET
2020-02-23 07:32:15,,-157,CO00000004,DEP
2021-05-21 02:57:15,,-926,CO00000002,VIR
2021-05-21 02:57:15,,926,LI00000002,VIR
2022-04-22 11:16:12,,-162,CO00000006,VIR
2022-04-22 11:16:12,,162,CO00000008,VIR
2020-09-17 02:41:24,,-462,LI00000005,RET
2021-05-01 21:09:21,,-900,CO00000011,VIR
2021-05-01 21:09:21,,900,CO00000012,VIR
2023-01-07 12:40:30,,-586,LI00000006,VIR
2023-01-07 12:40:30,,586,CC00000001,VIR
2021-01-05 17:27:52,,-535,CO00000003,DEP
2022-05-20 06:57:15,,-352,LI00000001,RET
2022-02-08 08:08:47,,-696,CO00000007,RET
2022-11-06 20:47:37,,-76,CO00000011,DEP
2022-07-24 01:53:46,,-189,CO00000010,VIR
2022-07-24 01:53:46,,189,LI00000001,VIR
2020-07-11 05:03:48,,-763,CO00000010,DEP
2022-12-16 17:35:34,,-66,LI00000001,RET
2021-06-05 20:42:51,,-456,CO00000010,VIR
2021-06-05 20:42:51,,456,CO00000004,VIR
2020-10-26 09:46:05,,-79,CC00000002,RET
2020-10-11 16:24:38,,-751,CO00000001,VIR
2020-10-11 16:24:38,,751,CO00000002,VIR
2020-02-01 17:21:36,,-604,LI00000005,VIR
2020-02-01 17:21:36,,604,CO00000004,VIR
2021-08-20 07:20:02,,-804,LI00000001,DEP
2021-08-14 06:23:34,,-21,CO00000004,VIR
2021-08-14 06:23:34,,21,CO00000001,VIR
2022-01-03 13:45:10,,-232,CO00000004,RET
2022-06-11 23:28:18,,-93,CO00000012,RET
2020-08-31 08:05:23,,-446,CO00000007,VIR
2020-08-31 08:05:23,,446,CO00000008,VIR
2022-04-22 02:05:28,,-276,CO00000011,DEP
2022-07-18 21:21:51,,-975,CO00000011,RET
2021-12-23 13:56:52,,-919,CO00000008,VIR
2021-12-23 13:56:52,,919,LI00000003,VIR
2022-03-25 17:12:03,,-305,LI00000006,RET
2022-05-30 07:50:40,,-916,LI00000006,VIR
2022-05-30 07:50:40,,916,CC00000002,VIR
2021-04-10 00:42:28,,-135,LI00000003,DEP
2021-01-07 19:14:46,,-139,LI00000006,VIR
2021-01-07 19:14:46,,139,CO00000004,VIR
2021-07-23 00:49:46,,-800,CO00000002,DEP
2020-10-13 16:01:15,,-75,LI00000003,RET
2022-09-07 11:07:27,,-914,LI00000006,RET
2022-01-12 21:22:53,,-896,LI00000006,RET
2020-05-29 08:07:53,,-330,CO00000001,VIR
2020-05-29 08:07:53,,330,LI00000002,VIR
2022-12-23 00:50:45,,-329,CO00000010,RET
2022-09-26 22:37:13,,-132,CO00000008,RET
2020-06-18 01:45:41,,-986,CO00000006,VIR
2020-06-18 01:45:41,,986,CO00000011,VIR
2020-07-04 14:52:23,,-256,CO00000009,DEP
2022-02-03 01:28:08,,-931,LI00000001,VIR
2022-02-03 01:28:08,,931,LI00000005,VIR
2020-02-21 19:14:58,,-365,CO00000009,VIR
2020-02-21 19:14:58,,365,CO00000008,VIR
2021-05-06 00:52:32,,-662,CO00000006,DEP
2022-01-19 07:44:26,,-235,LI00000003,DEP
2021-05-27 20:51:02,,-658,LI00000002,DEP
2021-12-11 00:25:33,,-608,LI00000006,RET
2021-11-02 20:36:13,,-226,CO00000007,VIR
2021-11-02 20:36:13,,226,CO00000005,VIR
2022-01-08 21:11:23,,-865,CO00000003,RET
2022-04-17 11:20:27,,-717,CO00000007,RET
2020-12-08 01:17:33,,-949,CO00000007,RET
2020-08-09 23:44:17,,-176,CO00000010,DEP
2020-11-28 09:21:30,,-794,CO00000005,RET
2021-01-21 08:56:30,,-256,LI00000003,DEP
2020-06-04 17:22:42,,-947,LI00000002,RET
2021-03-09 16:03:04,,-589,CO00000003,DEP
2020-10-29 08:27:16,,-267,CO00000010,DEP
2022-12-16 17:12:20,,-892,CO00000009,RET
2020-12-14 22:53:44,,-157,CO00000011,RET
2022-03-16 02:33:58,,-818,CO00000007,RET
2022-10-13 00:53:49,,-427,CO00000001,DEP
2022-05-03 12:30:06,,-504,CO00000006,DEP
2021-07-14 02:02:59,,-475,LI00000003,RET
2022-07-13 10:14:09,,-625,CO00000012,DEP
2022-07-17 02:56:07,,-735,CC00000002,DEP
2022-12-24 15:11:55,,-32,LI00000005,RET
2021-05-07 03:02:49,,-584,CO00000010,RET
2022-07-29 03:20:13,,-285,CO00000001,DEP
2020-05-11 20:17:55,,-142,LI00000001,DEP
2020-07-18 23:37:45,,-646,CO00000006,VIR
2020-07-18 23:37:45,,646,LI00000006,VIR
2022-01-12 03:56:41,,-397,LI00000001,VIR
2022-01-12 03:56:41,,397,CO00000011,VIR
2020-09-17 08:09:25,,-396,CO00000001,DEP
2021-05-31 01:17:12,,-177,LI00000001,DEP
2020-10-08 11:14:26,,-413,CO00000001,RET
2021-12-04 00:31:08,,-92,CO00000003,DEP
2022-05-02 04:51:33,,-49,LI00000002,VIR
2022-05-02 04:51:33,,49,LI00000005,VIR
2022-04-20 12:10:37,,-742,CO00000005,DEP
2020-07-05 20:52:45,,-517,CO00000002,VIR
2020-07-05 20:52:45,,517,LI00000005,VIR
2022-11-04 03:59:10,,-966,CO00000008,RET
2022-03-19 09:30:40,,-160,CO00000012,VIR
2022-03-19 09:30:40,,160,LI00000005,VIR
2022-06-27 07:54:50,,-423,CO00000006,RET
2022-08-01 13:57:59,,-951,CO00000008,RET
2020-10-10 01:15:54,,-938,CO00000010,DEP
2021-12-21 13:54:45,,-949,LI00000004,VIR
2021-12-21 13:54:45,,949,CO00000009,VIR
2022-12-06 21:09:43,,-273,LI00000001,RET
2020-10-31 17:24:33,,-858,CO00000011,DEP
2020-03-26 08:21:11,,-149,CO00000002,RET
2021-12-20 06:46:02,,-384,CC00000001,VIR
2021-12-20 06:46:02,,384,CC00000001,VIR
2020-02-21 00:28:12,,-415,CO00000008,VIR
2020-02-21 00:28:12,,415,CO00000010,VIR
2022-06-12 10:14:09,,-890,CO00000010,VIR
2022-06-12 10:14:09,,890,CO00000001,VIR
2021-10-31 08:47:30,,-877,CO00000008,VIR
2021-10-31 08:47:30,,877,CO00000002,VIR
2020-07-02 08:43:24,,-725,CO00000002,RET
2021-08-15 14:25:33,,-541,CO00000008,VIR
2021-08-15 14:25:33,,541,CO00000007,VIR
2022-03-07 16:33:13,,-7,CO00000007,DEP
2020-04-22 22:59:58,,-621,CO00000011,VIR
2020-04-22 22:59:58,,621,CO00000009,VIR
2020-06-27 04:47:40,,-313,CO00000001,DEP
2020-04-18 03:04:52,,-789,LI00000003,VIR
2020-04-18 03:04:52,,789,CO00000011,VIR
2021-11-01 04:25:13,,-939,CO00000004,RET
2020-03-12 05:17:28,,-326,LI00000003,DEP
2022-07-17 17:48:57,,-388,CO00000004,RET
2021-02-24 18:13:01,,-385,CO00000012,VIR
2021-02-24 18:13:01,,385,CO00000007,VIR
2020-04-23 05:25:32,,-927,CO00000008,DEP
2022-08-17 10:14:25,,-553,CO00000009,VIR
2022-08-17 10:14:25,,553,CC00000001,VIR
2020-09-09 04:51:00,,-857,CO00000005,DEP
2020-12-01 06:05:58,,-457,CO00000006,RET
2020-08-02 10:27:23,,-666,CC00000001,RET
2022-09-08 11:27:11,,-607,CO00000008,RET
2022-04-09 09:55:09,,-748,LI00000003,VIR
2022-04-09 09:55:09,,748,CO00000005,VIR
2022-03-24 03:43:20,,-673,CO00000009,RET
2020-12-08 14:53:16,,-64,CO00000012,VIR
2020-12-08 14:53:16,,64,CO00000001,VIR
2021-08-08 21:21:02,,-958,LI00000005,VIR
2021-08-08 21:21:02,,958,CO00000009,VIR
2020-06-21 01:48:43,,-432,LI00000002,VIR
2020-06-21 01:48:43,,432,CO00000002,VIR
2020-04-18 15:59:08,,-765,LI00000002,RET
2022-01-19 07:57:17,,-28,CO00000007,VIR
2022-01-19 07:57:17,,28,CO00000010,VIR
2021-04-29 15:53:28,,-813,CO00000012,RET
2020-02-27 20:01:13,,-808,CO00000010,RET
2020-10-12 18:10:29,,-212,LI00000002,DEP
2022-09-02 08:49:11,,-99,CO00000004,VIR
2022-09-02 08:49:11,,99,LI00000004,VIR
2020-11-11 17:10:45,,-599,LI00000002,DEP
2021-03-22 03:50:22,,-656,CO00000007,RET
2022-01-22 09:04:58,,-902,LI00000004,DEP
2022-08-06 14:21:19,,-408,LI00000005,DEP
2021-03-05 10:38:18,,-898,CO00000011,RET
2022-11-21 06:17:42,,-969,CO00000003,RET
2022-05-13 19:43:21,,-222,LI00000002,DEP
2022-11-19 02:55:39,,-194,CO00000011,VIR
2022-11-19 02:55:39,,194,LI00000001,VIR
2020-02-27 12:26:01,,-338,CO00000011,VIR
2020-02-27 12:26:01,,338,CO00000004,VIR
2020-05-09 03:53:01,,-758,CO00000007,DEP
2020-03-13 06:21:09,,-69,CO00000012,VIR
2020-03-13 06:21:09,,69,CO00000012,VIR
2020-07-18 13:10:32,,-30,CO00000007,DEP
2020-07-18 23:57:40,,-53,LI00000005,RET
2021-03-17 01:32:04,,-58,CO00000012,DEP
2022-07-11 01:04:01,,-273,CO00000003,VIR
2022-07-11 01:04:01,,273,CO00000010,VIR
2021-05-05 10:32:46,,-705,CO00000005,VIR
2021-05-05 10:32:46,,705,CO00000007,VIR
2020-08-15 20:12:10,,-552,LI00000002,RET
2022-07-23 00:32:17,,-190,CO00000004,DEP
2022-05-08 12:38:28,,-993,CO00000001,DEP
2020-03-25 20:34:04,,-215,CC00000002,VIR
2020-03-25 20:34:04,,215,LI00000005,VIR
2022-05-18 02:59:44,,-973,CO00000004,VIR
2022-05-18 02:59:44,,973,CO00000011,VIR
2020-09-07 19:15:42,,-115,CO00000010,VIR
2020-09-07 19:15:42,,115,CO00000003,VIR
2021-04-11 22:45:43,,-161,CO00000012,VIR
2021-04-11 22:45:43,,161,CO00000008,VIR
2020-07-01 09:10:02,,-67,LI00000001,DEP
2021-07-14 22:22:29,,-223,LI00000002,DEP
2022-12-15 09:30:13,,-980,LI00000002,RET
2021-12-30 03:59:34,,-197,CO00000011,DEP
2022-07-16 03:21:50,,-417,CO00000006,RET
2021-12-04 19:29:53,,-827,CO00000004,VIR
2021-12-04 19:29:53,,827,CO00000003,VIR
2021-08-29 16:09:55,,-519,LI00000002,RET
2022-07-22 12:43:33,,-569,CO00000010,VIR
2022-07-22 12:43:33,,569,CO00000010,VIR
2021-05-11 16:02:37,,-29,CO00000012,RET
2022-01-18 22:57:49,,-894,CO00000004,RET
2020-08-20 22:48:04,,-740,CO00000003,RET
2021-03-05 20:42:24,,-405,CO00000010,VIR
2021-03-05 20:42:24,,405,CO00000011,VIR
2020-02-24 09:20:05,,-811,LI00000004,DEP
2021-10-01 01:41:59,,-263,CO00000005,DEP
2020-05-16 21:58:36,,-371,CO00000003,DEP
2020-12-18 18:17:04,,-964,CO00000004,RET
2022-07-22 06:40:12,,-96,CO00000006,DEP
2022-11-01 10:54:39,,-427,CO00000002,DEP
2021-05-25 18:15:26,,-878,CO00000007,RET
2021-11-25 10:05:22,,-83,LI00000006,VIR
2021-11-25 10:05:22,,83,CO00000009,VIR
2022-08-31 18:18:26,,-719,CO00000006,VIR
2022-08-31 18:18:26,,719,CO00000008,VIR
2022-08-28 12:31:13,,-255,LI00000003,DEP
2022-11-29 18:51:20,,-237,CO00000003,DEP
2022-05-25 23:59:19,,-391,LI00000005,RET
2021-07-27 22:25:40,,-795,CO00000007,DEP
2020-05-24 19:36:30,,-623,CO00000006,DEP
2020-06-26 01:35:12,,-393,CO00000007,DEP
2022-06-03 03:08:57,,-276,CO00000007,VIR
2022-06-03 03:08:57,,276,CO00000010,VIR
2022-12-22 21:10:24,,-897,LI00000004,RET
2022-03-12 06:41:39,,-273,LI00000006,VIR
2022-03-12 06:41:39,,273,CC00000001,VIR
2022-04-30 14:27:09,,-880,LI00000004,RET
2022-11-29 06:02:34,,-933,CO00000001,VIR
2022-11-29 06:02:34,,933,CO00000004,VIR
2022-11-26 03:33:48,,-346,LI00000005,RET
2022-02-07 03:56:08,,-729,LI00000004,RET
2022-08-16 05:04:54,,-852,CO00000011,VIR
2022-08-16 05:04:54,,852,CO00000008,VIR
2020-11-16 00:04:14,,-403,LI00000004,VIR
2020-11-16 00:04:14,,403,CO00000009,VIR
2021-06-16 11:06:05,,-302,LI00000003,VIR
2021-06-16 11:06:05,,302,LI00000005,VIR
2020-04-26 21:56:24,,-825,CO00000005,RET
2021-12-15 17:23:00,,-358,LI00000003,VIR
2021-12-15 17:23:00,,358,CO00000005,VIR
2021-02-27 00:50:05,,-991,CC00000002,DEP
2022-04-20 12:35:11,,-463,CO00000005,VIR
2022-04-20 12:35:11,,463,LI00000005,VIR
2022-01-24 17:39:49,,-596,CO00000010,VIR
2022-01-24 17:39:49,,596,CC00000001,VIR
2022-07-25 21:05:36,,-828,CO00000004,RET
2021-11-10 08:12:02,,-527,CO00000004,DEP
2020-07-18 09:31:47,,-125,CO00000005,DEP
2022-02-21 10:36:47,,-386,LI00000002,RET
2022-06-22 17:02:50,,-762,CC00000001,RET
2020-03-07 21:57:17,,-933,LI00000001,RET
2020-02-07 11:50:19,,-100,CO00000009,VIR
2020-02-07 11:50:19,,100,LI00000003,VIR
2021-11-05 12:39:08,,-1,CC00000001,VIR
2021-11-05 12:39:08,,1,CO00000008,VIR
2021-01-09 10:53:36,,-420,CO00000003,RET
2021-11-20 03:35:08,,-754,CO00000003,DEP
2022-08-15 12:52:29,,-785,CO00000007,VIR
2022-08-15 12:52:29,,785,CO00000012,VIR
2021-01-04 03:35:35,,-85,CO00000007,DEP
2020-10-31 12:47:31,,-805,CC00000002,RET
2020-07-06 09:16:52,,-347,CO00000010,VIR
2020-07-06 09:16:52,,347,CO00000005,VIR
2023-01-02 07:38:36,,-558,CO00000001,VIR
2023-01-02 07:38:36,,558,CO00000002,VIR
2020-08-27 16:28:51,,-549,CO00000009,VIR
2020-08-27 16:28:51,,549,CO00000002,VIR
2020-04-17 04:03:02,,-659,CO00000007,VIR
2020-04-17 04:03:02,,659,CO00000012,VIR
2022-06-03 03:36:01,,-759,CO00000003,VIR
2022-06-03 03:36:01,,759,CO00000007,VIR
2022-01-07 20:09:30,,-543,CO00000006,DEP
2022-05-13 04:47:52,,-771,CO00000010,DEP
2020-11-15 23:58:58,,-887,LI00000004,DEP
2022-07-27 05:54:15,,-327,CO00000008,VIR
2022-07-27 05:54:15,,327,CO00000004,VIR
2020-02-26 22:14:31,,-343,CO00000002,RET
2022-07-19 12:37:23,,-508,LI00000005,RET
2020-05-06 22:47:23,,-745,CO00000007,VIR
2020-05-06 22:47:23,,745,LI00000005,VIR
2022-06-18 05:34:20,,-935,CC00000002,VIR
2022-06-18 05:34:20,,935,CO00000002,VIR
2022-01-09 01:45:54,,-776,LI00000003,VIR
2022-01-09 01:45:54,,776,CO00000005,VIR
2020-06-18 14:16:05,,-141,CO00000010,VIR
2020-06-18 14:16:05,,141,CO00000012,VIR
2021-01-27 12:55:56,,-310,LI00000003,VIR
2021-01-27 12:55:56,,310,CO00000011,VIR
2022-07-28 10:49:52,,-974,CO00000008,VIR
2022-07-28 10:49:52,,974,CO00000010,VIR
2021-06-18 10:47:58,,-432,CO00000009,DEP
2021-09-15 19:25:59,,-576,LI00000003,DEP
2022-07-13 14:36:49,,-758,CC00000001,VIR
2022-07-13 14:36:49,,758,CO00000002,VIR
2021-08-29 02:13:35,,-73,LI00000002,DEP
2022-12-21 11:10:29,,-299,CC00000001,DEP
2022-08-21 06:35:12,,-637,LI00000001,RET
2022-02-11 20:49:41,,-413,CO00000002,DEP
2021-12-28 08:48:46,,-330,CO00000002,DEP
2022-04-17 07:10:52,,-451,CO00000012,RET
2021-10-25 02:33:21,,-84,CO00000006,DEP
2022-11-17 19:35:33,,-448,LI00000006,RET
2021-02-07 20:50:43,,-412,CO00000002,VIR
2021-02-07 20:50:43,,412,CO00000007,VIR
2021-08-19 17:32:21,,-122,CO00000001,VIR
2021-08-19 17:32:21,,122,CO00000009,VIR
2022-03-11 02:59:17,,-335,LI00000003,RET
2022-08-26 14:39:05,,-307,CO00000002,DEP
2021-12-14 05:52:27,,-432,CO00000011,RET
2020-03-27 11:46:48,,-489,LI00000001,VIR
2020-03-27 11:46:48,,489,LI00000003,VIR
2020-02-12 23:03:30,,-398,CC00000002,VIR
2020-02-12 23:03:30,,398,CO00000002,VIR
2020-06-06 13:01:11,,-426,CO00000001,DEP
2020-07-15 23:21:43,,-939,CO00000001,RET
2021-12-22 05:14:43,,-294,CC00000002,RET
2022-01-29 06:03:35,,-111,CO00000009,RET
2021-11-09 22:05:10,,-394,CO00000010,RET
2021-05-10 02:29:21,,-943,CC00000002,DEP
2023-01-12 05:17:52,,-308,CC00000001,VIR
2023-01-12 05:17:52,,308,LI00000001,VIR
2020-12-16 18:15:56,,-450,LI00000006,DEP
2022-12-03 07:45:16,,-188,CO00000006,DEP
2021-05-24 11:05:22,,-68,LI00000001,VIR
2021-05-24 11:05:22,,68,CO00000010,VIR
2020-05-26 21:26:06,,-55,CO00000010,VIR
2020-05-26 21:26:06,,55,CO00000012,VIR
2022-02-20 16:57:39,,-452,CO00000002,DEP
2021-03-04 16:11:37,,-62,CO00000005,VIR
2021-03-04 16:11:37,,62,LI00000001,VIR
2020-08-28 13:39:38,,-6,LI00000005,VIR
2020-08-28 13:39:38,,6,CO00000010,VIR
2021-11-05 17:00:14,,-224,CO00000006,RET
2022-02-07 04:41:06,,-946,CO00000002,VIR
2022-02-07 04:41:06,,946,CO00000006,VIR
2021-05-04 19:49:44,,-534,CC00000001,VIR
2021-05-04 19:49:44,,534,LI00000002,VIR
2021-10-08 14:37:10,,-89,LI00000004,RET
2022-05-23 20:51:51,,-327,CO00000007,VIR
2022-05-23 20:51:51,,327,CO00000007,VIR
2020-06-05 17:33:58,,-934,CO00000002,RET
2022-04-05 10:43:31,,-867,CO00000012,RET
2022-11-06 05:08:31,,-161,CO00000008,VIR
2022-11-06 05:08:31,,161,CO00000012,VIR
2021-12-14 10:20:07,,-689,LI00000003,VIR
2021-12-14 10:20:07,,689,CO00000001,VIR
2021-10-01 21:34:37,,-293,CC00000001,VIR
2021-10-01 21:34:37,,293,LI00000004,VIR
2020-05-04 23:27:10,,-544,LI00000002,RET
2021-09-19 20:37:55,,-636,CO00000005,VIR
2021-09-19 20:37:55,,636,CO00000002,VIR
2020-11-22 13:18:29,,-700,CO00000007,VIR
2020-11-22 13:18:29,,700,LI00000005,VIR
2020-03-01 08:41:50,,-935,CC00000002,RET
2021-03-31 12:31:38,,-734,LI00000002,DEP
2023-01-03 20:14:05,,-199,CO00000011,RET
2020-07-08 00:19:26,,-352,CO00000004,DEP
2022-07-23 05:14:52,,-106,CC00000002,RET
2022-08-26 05:40:04,,-554,LI00000002,RET
2021-10-29 08:31:40,,-439,CC00000002,VIR
2021-10-29 08:31:40,,439,LI00000004,VIR
2021-02-27 11:06:44,,-846,CC00000001,RET
2022-01-12 08:29:14,,-517,CC00000002,DEP
2020-02-10 19:24:52,,-602,LI00000003,RET
2022-08-06 11:36:25,,-360,LI00000001,RET
2020-12-03 06:17:49,,-449,CO00000012,VIR
2020-12-03 06:17:49,,449,LI00000003,VIR
2021-05-31 11:17:24,,-784,CC00000002,VIR
2021-05-31 11:17:24,,784,LI00000002,VIR
2021-02-12 04:23:26,,-145,LI00000005,RET
2020-09-29 08:33:13,,-566,CO00000005,VIR
2020-09-29 08:33:13,,566,CO00000010,VIR
2020-12-24 05:56:10,,-223,CO00000012,RET
2022-05-18 07:35:42,,-4,CO00000010,DEP
2022-07-06 22:07:30,,-737,LI00000001,VIR
2022-07-06 22:07:30,,737,CC00000001,VIR
2021-12-22 13:38:07,,-843,LI00000001,VIR
2021-12-22 13:38:07,,843,CO00000004,VIR
2022-08-31 10:48:37,,-175,CO00000012,VIR
2022-08-31 10:48:37,,175,LI00000006,VIR
2020-04-29 02:26:38,,-72,CO00000006,DEP
2022-10-26 04:45:58,,-927,CO00000001,RET
2020-11-12 15:42:29,,-613,LI00000004,RET
2021-11-08 18:44:56,,-797,CO00000003,VIR
2021-11-08 18:44:56,,797,LI00000006,VIR
2022-10-29 00:20:18,,-69,LI00000006,VIR
2022-10-29 00:20:18,,69,CC00000001,VIR
2022-10-08 17:24:55,,-383,CC00000001,DEP
2021-11-02 22:56:27,,-924,CO00000002,VIR
2021-11-02 22:56:27,,924,CO00000011,VIR
2022-05-30 12:01:25,,-389,CO00000001,DEP
2022-05-28 11:53:55,,-93,CO00000011,RET
2020-08-08 21:57:52,,-962,CO00000011,RET
2020-02-28 14:48:22,,-613,CC00000002,RET
2022-04-10 22:44:59,,-587,LI00000001,VIR
2022-04-10 22:44:59,,587,CO00000010,VIR
2020-12-02 00:11:49,,-105,CO00000003,VIR
2020-12-02 00:11:49,,105,CO00000001,VIR
2020-03-02 16:14:18,,-718,CO00000001,VIR
2020-03-02 16:14:18,,718,LI00000005,VIR
2021-05-07 10:55:30,,-312,CO00000008,RET
2021-10-23 03:44:58,,-410,CO00000007,VIR
2021-10-23 03:44:58,,410,CO00000010,VIR
2021-01-09 07:12:33,,-885,CO00000004,RET
2022-12-25 13:35:49,,-823,LI00000001,RET
2020-05-30 22:29:16,,-919,CO00000004,RET
2020-11-12 09:30:38,,-697,CO00000012,DEP
2020-05-18 02:40:32,,-643,LI00000004,DEP
2021-10-25 12:22:30,,-378,LI00000005,RET
2020-03-09 02:24:38,,-738,CO00000012,VIR
2020-03-09 02:24:38,,738,CO00000008,VIR
2020-11-13 07:17:08,,-560,CO00000001,RET
2022-04-15 09:08:20,,-377,CO00000004,RET
2022-05-30 00:56:53,,-100,CO00000006,VIR
2022-05-30 00:56:53,,100,CO00000007,VIR
2022-06-07 11:55:00,,-484,CO00000010,RET
2021-12-24 04:05:11,,-865,CC00000002,DEP
2022-01-25 03:35:02,,-84,CO00000001,VIR
2022-01-25 03:35:02,,84,LI00000003,VIR
2021-10-02 10:15:21,,-323,CO00000007,VIR
2021-10-02 10:15:21,,323,LI00000001,VIR
2021-10-27 22:50:34,,-969,CC00000002,DEP
2021-05-15 01:48:54,,-59,LI00000004,DEP
2022-12-29 01:56:28,,-469,CO00000001,RET
2021-04-02 20:17:35,,-719,LI00000002,RET
2022-07-29 00:49:48,,-238,CO00000009,RET
2020-10-08 23:02:08,,-772,CO00000002,RET
2021-01-26 07:58:44,,-898,LI00000005,VIR
2021-01-26 07:58:44,,898,LI00000001,VIR
2021-01-28 19:09:36,,-244,CO00000002,DEP
2020-05-15 20:44:49,,-514,CO00000012,DEP
2020-05-07 10:49:13,,-801,CO00000005,VIR
2020-05-07 10:49:13,,801,LI00000004,VIR
2020-06-10 09:58:11,,-254,LI00000006,VIR
2020-06-10 09:58:11,,254,LI00000004,VIR
2020-04-23 10:31:33,,-719,CO00000005,VIR
2020-04-23 10:31:33,,719,CO00000008,VIR
2021-10-23 23:25:02,,-718,CO00000010,RET
2021-07-23 11:20:41,,-897,CO00000011,DEP
2020-02-12 09:50:37,,-895,CO00000007,VIR
2020-02-12 09:50:37,,895,CC00000002,VIR
2020-07-24 10:27:05,,-97,LI00000006,VIR
2020-07-24 10:27:05,,97,LI00000004,VIR
2022-12-20 12:40:33,,-732,CO00000007,RET
2020-06-17 00:49:10,,-593,CO00000010,VIR
2020-06-17 00:49:10,,593,LI00000005,VIR
2022-08-01 12:21:17,,-992,CO00000005,VIR
2022-08-01 12:21:17,,992,LI00000005,VIR
2021-10-27 03:03:15,,-933,CO00000006,VIR
2021-10-27 03:03:15,,933,LI00000005,VIR
2022-06-14 04:34:14,,-248,LI00000002,DEP
2022-08-26 09:16:27,,-556,LI00000002,VIR
2022-08-26 09:16:27,,556,LI00000005,VIR
2022-08-25 12:55:46,,-527,CO00000012,VIR
2022-08-25 12:55:46,,527,CO00000002,VIR
2020-02-08 19:02:09,,-728,LI00000004,VIR
2020-02-08 19:02:09,,728,CC00000001,VIR
2021-03-30 14:11:31,,-376,LI00000003,RET
2020-03-01 14:47:00,,-589,LI00000001,RET
2021-10-02 06:40:23,,-363,CO00000011,RET
2022-01-04 04:03:51,,-919,LI00000004,RET
2020-11-17 06:10:56,,-886,LI00000002,VIR
2020-11-17 06:10:56,,886,CO00000012,VIR
2021-06-27 12:35:33,,-452,LI00000003,RET
2022-03-10 17:45:52,,-773,CO00000002,DEP
2020-04-08 08:41:59,,-763,CO00000006,RET
2021-12-16 12:53:54,,-321,LI00000006,RET
2021-04-19 11:53:48,,-268,CC00000001,VIR
2021-04-19 11:53:48,,268,CO00000008,VIR
2021-11-22 17:19:29,,-874,CC00000002,DEP
2020-07-02 01:36:02,,-769,CO00000007,DEP
2022-02-09 03:18:27,,-561,CC00000002,DEP
2021-04-06 20:40:55,,-870,LI00000003,VIR
2021-04-06 20:40:55,,870,CO00000006,VIR
2021-05-19 03:53:52,,-711,CO00000007,RET
2022-08-05 13:38:39,,-830,CO00000004,DEP
2021-08-22 02:18:10,,-898,CO00000006,DEP
